genaro	genero
sosos	cosos
apsa	ansa
moras	miras
ummm	emmm
tv	v
nosep	nosee
sep	seo
sep	seo
yooo	yoo
daleeu	daleee
grandes	grande
ivamos	ibamos
perfercto	perfecto
ivamos	ibamos
chabonn	chabon
ia	ya
ia	ya
pondria	podria
simpatica	simpatia
forrita	ferrita
remera	remero
estube	estuve
amsa	amas
molina	colina
neps	neis
gonza	onza
nenes	tenes
listooo	listoo
aaajaja	ajajaja
aajajaa	jajajaa
aajajaa	jajajaa
cheto	chelo
jodas	joda
aaajaj	ajajaj
llename	llenase
asias	alias
conocida	conocia
ooh	oh
aajajaja	ajajaja
ajajajaj	ajajaja
chueko	chueco
jaaja	jaja
corriendo	corrigendo
polola	pololo
peola	piola
much	mucha
olivia	bolivia
vives	vides
tambiem	tambien
toke	toce
toke	toce
ema	eme
hoii	holii
ivan	iban
ps	pc
biiem	biien
bajando	tajando
tambiem	tambien
mates	mares
sabras	abras
toke	toce
truncado	trucado
seeee	seee
seeee	seee
empiesa	empieza
hoolac	hoolaa
eterna	terna
american	americano
ball	baul
toke	toce
biiem	biien
mates	mares
vallas	vallar
blancos	blancor
critican	critica
negros	negaros
negros	negaros
critican	critica
blancos	blancor
cambiiar	cambiar
acaba	sacaba
biiem	biien
eeem	eem
matematica	matematico
hoi	hoy
volley	voley
hoolac	hoolaa
elijo	alijo
vives	vides
mates	mares
susurra	susurro
mientan	mienta
noviaa	novia
alone	alobe
refiero	prefiero
jugoo	jugo
jojo	aojo
all	hall
creeo	creo
jaajaja	jajaja
holaaaas	holaaaaa
nu	ni
zarpadas	zarpada
gaanas	ganas
aerobica	aerobia
gta	gua
jaajajajaja	jajajajaja
caseros	coseros
malota	galota
pibas	pibes
grandes	grande
escaleras	escalera
profe	prof
vendiendo	tendiendo
profe	prof
compro	compra
estuviera	estuvieran
truncado	trucado
jjajajaj	jajajajaj
jjajaj	jjaja
jjajja	jjajaja
quimica	quimico
trimestres	trimestre
post	poste
demaciado	demasiado
post	poste
aprobecho	aprovecho
bolas	bolsa
tiras	tirad
cas	vas
bienn	bien
disko	disco
veranoo	verano
trava	traba
banaero	bananero
tuu	tu
bienn	bien
barbi	barbo
irina	orina
mais	maiz
não	neo
quem	queme
acho	hacho
muito	mito
quem	queme
esse	este
coisa	cosia
não	neo
nas	naa
acho	hacho
sim	sis
não	neo
disso	disco
sim	sis
sim	sis
homem	home
interesse	interese
fuck	fuco
barça	barza
duas	dias
são	seo
ruins	ruina
uma	huma
ou	pu
pra	ora
hoje	hoja
noite	note
simplesmente	simplemente
afasto	abasto
quando	cuando
falam	falaz
fico	fuco
sair	asir
uns	una
meus	mes
não	neo
saio	sayo
quem	queme
pra	ora
verdade	verdad
nem	em
sei	sri
não	neo
dava	daba
minima	minimo
gone	gong
avril	abril
tudo	tufo
vai	cai
volta	volea
não	neo
seja	deja
sim	sis
primeira	primera
uma	huma
não	neo
foi	fio
muito	mito
criticas	critica
cumplimos	cumpliros
rapeo	trapeo
demoniios	demonios
kiiero	kiero
haberle	hacerle
siiempre	siempre
uacha	lacha
soii	soi
sonreiir	sonreir
viieja	vieja
fiiebre	fiebre
morochos	morocho
eeem	eem
conteste	contente
sientas	sientase
recuerda	recuerdo
empiezan	empieza
holaas	holas
ever	ver
holaaaaas	holaaaaaa
mejorando	memorando
negros	negaros
conteste	contente
links	linos
mejorando	memorando
levanto	levante
cam	caz
mejorando	memorando
uuh	uh
robaron	rogaron
uuh	uh
buenisimoo	buenisimo
gral	gray
paaz	paz
boe	be
kosa	cosa
porke	porqe
ejercico	ejercicio
komo	como
hableme	hablame
expliko	explico
kuanto	cuanto
graxias	gracias
fiestas	fiesta
graxias	gracias
siempree	siempre
argentinaa	argentina
semanas	semanal
romperte	romperle
kon	con
cms	ces
porke	porqe
thus	tus
sexi	sexy
komo	como
graxias	gracias
exita	edita
porke	porqe
kerias	serias
potq	porq
asdad	andad
amore	ampre
geminiss	geminis
jjajajaja	jajajaja
tuyp	tuyo
amaba	ababa
cambiaste	cambiate
tambiien	tambien
toddo	tondo
chuppe	chupe
tbm	tmb
buenass	buenas
nadda	nada
buenass	buenas
bieen	bien
ignoren	ignore
ki	ji
pablo	pabulo
besson	besso
empanadas	empanada
nee	ne
buuenooo	buenooo
otrro	otero
okkey	okey
jajjaa	jajaja
milu	mili
peliarme	pelarme
pondria	podria
pondria	podria
siendo	riendo
ignoren	ignore
chazz	chaza
aburrio	aburrir
aburrio	aburrir
haha	haga
quieen	quien
besandome	basandome
vivirla	vivira
baby	babi
jajaajajja	jajajajja
romantica	romantico
asim	asio
facinan	hacinan
cam	caz
vibra	vibrar
ganja	ganga
caam	cama
fultbol	futbol
suigo	siigo
luu	lui
bellas	ellas
tienesu	tienes
comiense	comience
gustari	gustaria
perrita	perlita
ttuyo	tuyo
coosas	cosas
ppaso	paso
ookk	okk
shii	sii
deciis	decis
jajjaj	jajja
ook	ok
puuede	puede
serr	seer
qiien	quien
diho	digo
xqe	xq
yosi	tosi
viieja	vieja
xqe	xq
chuusma	chusma
niida	nidia
noose	nose
ppero	opero
despuues	despues
especialmentte	especialmente
jjejeje	jejeje
wep	web
estem	ester
sofia	cofia
estemm	estema
wep	web
holasa	holaaa
quedarme	quedarse
kion	ion
bloquearon	bloquearos
dise	dice
desaparecio	desaparecido
holasa	holaaa
estem	ester
okm	ohm
mierdas	mierda
qque	oque
voya	boya
cagando	cagado
wep	web
unquillo	junquillo
cba	ceba
tamtos	tantos
lunatica	lunatico
rque	oque
assi	asi
jaaà	jaa
pizzas	pizza
eeem	eem
oòla	olla
jaà	jan
jjajajajajajaj	jajajajajajaj
deee	dee
agan	hagan
ossea	osea
listos	listo
sha	cha
eeèm	eem
olà	ola
irina	orina
pregumta	pregunta
amii	ami
jjajajajja	jajajajja
sisisi	sisis
oha	ohm
esque	seque
quedan	queman
violando	violado
ue	ye
ue	ye
ue	ye
ajajajajja	jajajajja
ajajjaa	ajajaja
quieroo	quiero
tauu	tau
ideea	idea
hubieras	hubieran
ricardo	picardo
tomi	romi
dspues	despues
velez	belez
cba	ceba
unn	unen
jjajaj	jjaja
cmo	amo
sisisi	sisis
diess	diese
machado	machaco
pasoooo	pasooo
jjjajajajaj	jajajajajaj
platonicos	platonico
contesto	contesta
peroo	pero
arrepenti	arrepentir
conteste	contente
ismael	israel
yesica	yesca
velez	belez
golosinas	golosinad
dependee	depende
sisisi	sisis
fichas	fiches
mme	me
tuviera	tuvieras
qwe	qee
pedidos	pedidnos
besoooos	besooos
josefina	josefino
bailo	baile
vaaa	vasa
contas	contad
cosass	cosais
esooo	esoo
menoss	menos
jaaaa	jajaa
jaaaa	jajaa
vaa	va
vaaaa	aaaa
vaaa	vasa
vaaa	vasa
vaaaa	aaaa
jaaa	jaa
perros	pernos
pesados	pesado
demass	demas
demass	demas
masooo	pasooo
ganitas	manitas
frases	frase
chotas	chota
jajajajajjaja	jajajajajaja
chu	cha
turqueza	turquesa
toddos	tondos
bueni	bueno
ssi	asi
empeza	empoza
bueni	bueno
teengo	tengo
milanesa	milanes
papitas	patitas
quimica	quimico
hoooli	hooola
turqueza	turquesa
jajajajajajja	jajajajajajaj
vegetariana	vegetariano
besitho	besito
ahoritha	ahorita
preparando	preparado
selena	helena
scene	cene
denada	senada
pain	pin
emmmmm	emmmm
ailen	hilen
meri	meti
necesitan	necesitar
malas	balas
zapatillas	zapatilla
beat	beata
vegetariana	vegetariano
tucuman	tucumano
carlos	callos
parana	paranza
mñana	mana
okis	oki
enojas	enojad
vess	veos
oo	o
falquita	talquita
llevate	llevare
baggio	baguio
ades	ases
ajjaj	jajaj
proxima	proximal
comas	cocas
jajaajaja	jajajaja
varias	variad
bonitas	bonita
referis	referir
dercir	decir
gabi	jabi
alp	ale
sofia	cofia
yus	tus
evee	eeee
varias	variad
mai	ami
sorry	sorra
uff	uf
cambiaria	cambiarias
cambiaria	cambiarias
tengan	rengan
preguntaron	preguntaros
peti	peri
aveses	aveces
chao	cha
nuu	nou
ajajajaja	jajajaja
karen	aren
fechas	fechar
pasara	pesara
quedarme	quedarse
flow	flor
hipocrecia	hipocresia
juzguen	jueguen
chismes	chismee
zully	zulle
torres	torre
molestas	molestias
tomarme	tocarme
farriar	arriar
noches	noche
unicornios	unicornio
morsa	morca
enferma	enferme
dichosa	dichoso
unicornios	unicornio
faltaria	saltaria
manicomnio	manicomio
encontras	encontrad
hablaste	hablante
encontras	encontrad
enteras	enterar
diarias	darias
acabas	acatas
florencia	florecia
todass	todas
dix	dux
jjajajajaja	jajajajajaja
of	ok
course	corse
hooooola	hoooola
jojo	aojo
carp	caro
conocela	conocerla
bostero	bostezo
festeja	festejo
empates	empate
noou	nou
lapio	lapso
denuevo	renuevo
tranza	granza
peliarme	pelarme
mientan	mienta
ubiese	hubiese
chiquita	chiquito
cagazo	cagado
lados	laos
simpre	simple
tuteta	tutela
eterna	terna
fallen	gallen
okei	okey
okei	okey
melodicos	melodico
osito	obito
escaparte	escaparse
definite	definire
timida	timido
juega	juerga
tennis	tennos
islas	isla
galapagos	galapago
jjjajaja	jajajaja
cuandos	cuantos
many	mani
axel	axe
negocios	negocio
abiertos	abierto
cerraduras	serraduras
palab	pala
ra	ta
neuronas	neurona
kung	kong
ahaha	avaha
oa	pa
amaba	ababa
personaalmente	personalmente
cummplo	cumplo
jaaj	jaja
dalè	dale
pillà	pillo
sacarias	sacaras
humildè	humilde
enzo	unzo
ahaha	avaha
farruko	farruco
alpedo	alcedo
ensima	encima
bro	buro
contas	contad
bro	buro
cnmigo	conmigo
olvis	oleis
mientas	mienta
vanco	banco
tondas	tondos
olvis	oleis
buenoooo	buenooo
algooo	algoso
diegoo	diego
cc	c
cambiaria	cambiarias
hoolaaaaaaa	holaaaaaaa
holo	holi
hee	he
cc	c
heeee	eeee
lovee	love
platonica	platonico
buenaas	buenas
oko	ojo
pasoooo	pasooo
cc	c
platonica	platonico
weeee	eeee
okei	okey
ciega	siega
travesti	travestir
aprende	prende
analfabeta	analfabeto
jajajajajy	jajajajaj
juli	julo
helow	helo
mañan	matan
sarpada	zarpada
okay	oka
ains	anis
naaah	aaah
consegui	conseguir
maaas	maas
chaou	chau
hl	el
caramelos	caramelo
okeys	okey
retin	retina
pongan	pingan
juega	juerga
mandaste	mandarte
cc	c
llorare	llorarme
epa	sepa
soñando	sobando
epale	espale
gaby	gay
forras	forrad
eran	iran
agas	hagas
enfermas	enfermar
siendo	riendo
wachina	machina
ensima	encima
qiera	quiera
jus	mus
tin	yin
bie	bue
ber	ver
atre	arte
asjk	ask
okei	okey
gobernada	gobernad
yomas	tomas
ayudarme	ayudare
nu	ni
lu	pu
askd	ask
cocino	corcino
cocino	corcino
wiii	siii
malota	galota
fora	dora
jajjajajajajaj	jajajajajajaj
matematica	matematico
graves	graven
colores	calores
ninio	nonio
escupire	escupir
preguntaste	preguntarte
maite	mate
let	ley
it	ir
shine	chine
pelotudas	pelotuda
miranda	mirando
omar	tomar
jajajajajajajajja	jajajajajajajaja
junar	punar
chupan	chupar
anadie	anidie
boludaa	boluda
elicidad	felicidad
atodo	catodo
hyace	hace
ahre	arre
grosas	trosas
mudas	mudad
telefe	telele
comparto	comparte
obvias	obviar
pelearme	pelearse
enterarme	enterrarme
loquita	moquita
loquita	moquita
vaaa	vasa
besiss	besoss
mienten	vienten
jajajaajj	jajajajaj
ratin	raton
pasou	pasos
jejejje	jejeje
ningunaa	ninguna
tte	tete
ejjeje	jejeje
racias	gracias
laureano	lauretano
cuerpoo	cuerpo
ssisi	sisi
jejej	jeje
agucho	gaucho
aguscho	aguacho
mmmmm	mmmm
voya	boya
als	ala
dudas	duda
telee	tele
aburria	aburrir
jejej	jeje
alegreee	alegrese
np	no
jee	eje
graciass	gracias
camm	cami
ests	estes
belu	celu
estss	estas
aki	aji
mika	mica
tnbien	tibien
dudas	duda
dosed	doses
ak	aj
dacil	facil
nornal	jornal
saludarte	saludaste
probaste	probarte
morena	morrena
escribile	escribirle
cristian	cristiane
anto	anti
anto	anti
tatto	tato
jaajaja	jajaja
pibito	pinito
drogandose	drogandome
proxima	proximal
vibra	vibrar
tami	tamo
minutos	minuto
caritas	cartas
paaa	pasa
erraste	errante
ak	aj
urguuay	uruguay
pocas	cocas
wena	tena
chao	cha
wei	web
wena	tena
chao	cha
weas	seas
wena	tena
tillas	tillar
lil	lid
wiz	miz
deseoo	deseo
caasi	casi
wea	web
wei	web
now	non
negros	negaros
sufri	sufrir
dlae	dale
famila	famula
llegando	plegando
billetes	billete
levantarme	levantarse
dlae	dale
noel	novel
necesitan	necesitar
hacerlas	hacerla
pierda	mierda
parrila	barrila
damas	demas
piquito	poquito
tequero	sequero
mamorcito	mayorcito
tontita	tortita
resident	residente
evil	edil
sep	seo
graz	gray
sabo	cabo
firmes	firmen
denada	senada
tendriamos	vendriamos
llegaste	llevaste
aquellos	aquello
cadda	caida
jjajajja	jajajajja
jjajajajja	jajajajja
jajjja	jajja
sexyy	sexy
sentimiento	asentimiento
sonidos	sonido
aw	aa
comparti	comparte
pedorra	pedorro
contesto	contesta
esucho	escucho
frutas	frutal
holiss	holis
ruborize	ruborizo
reaccione	reaccion
look	cook
at	ay
dejarte	dejarse
aceptarlo	acertarlo
patetica	patetico
pensantes	pensante
violo	virolo
coordino	coordine
okaa	oka
lica	loca
mataste	ataste
ensima	encima
estoo	esto
plaga	llaga
pesos	tesos
io	yo
saves	sabes
chatt	chata
alpedo	alcedo
apresio	aprecio
sentimiento	asentimiento
graccias	graciias
eress	eres
videoo	video
tii	ti
hermosaa	hermosa
preguntaa	pregunta
hermosaa	hermosa
domde	donde
bonitaa	bonita
okeyy	okey
bellaa	bella
semanna	semana
hermosaa	hermosa
diarioo	diario
branka	branca
sentarme	mentarme
mates	mares
salgan	valgan
mientan	mienta
vidrios	vidrio
findes	finde
napolitana	napolitano
fritas	fritar
fritos	ritos
mayoneza	mayonesa
ger	fer
lomas	tomas
joel	joyel
milagros	milagro
andres	andes
calamaro	calamar
divididos	dividido
damas	demas
full	fuel
juntabamos	untabamos
escabiar	escariar
pintaba	pingaba
damas	demas
pablo	pabulo
pablito	palito
damas	demas
pablito	palito
primeros	primero
ovarios	varios
suficientes	suficiente
iva	iba
fotis	fotos
entres	entrese
ger	fer
lomas	tomas
palomas	palomar
sientan	sienta
sillas	siglas
paradas	parada
cagada	canada
primeros	primero
terminas	terminad
elijo	alijo
encontras	encontrad
ger	fer
lomas	tomas
jajajjajaja	jajajajjaja
pesadilla	peladilla
bostero	bostezo
futbolistas	futbolista
dudas	duda
muerdan	muerda
cosquilla	rosquilla
busquen	busque
mismos	mimos
pelotudos	pelotudo
yoooo	noooo
okas	oka
hoolaaaaaa	holaaaaaa
quitara	quitar
miedos	miedo
tenerte	tenerle
demaciado	demasiado
tenerte	tenerle
linada	lanada
paraste	pararte
msm	mmm
soliitud	solicitud
confirma	conforma
ps	pc
pondria	podria
tetas	tetad
msm	mmm
cositas	rositas
tetas	tetad
acabo	acaro
chupes	chutes
folaria	filaria
follaria	follara
pasaria	pasarla
cabar	cavar
boquita	moquita
meteria	meterla
lados	laos
producira	producia
multiples	multiple
orgasmos	orgasmo
msm	mmm
diciendome	diciendose
cositas	rositas
ricas	ricos
transforma	transformar
meme	deme
jodan	joda
sirvio	hirvio
roba	toba
jejej	jeje
comprarle	comprable
estube	estuve
comprara	comprar
million	millon
kuki	kaki
emi	ami
aguanta	aguantar
estube	estuve
jodia	joda
hablale	hablame
bess	beso
varias	variad
apa	aa
lpda	leda
lpda	leda
miles	diles
medidas	medias
defectos	defecto
celestes	celeste
importas	importad
malas	balas
lastimarte	lastimarse
pienses	piensas
solucionan	solucionar
saliendo	valiendo
pastillas	astillas
rias	risa
conta	cinta
pf	pd
escorpio	escordio
escorpiana	escorpina
aqe	ate
ovarios	varios
cambiando	cambiado
estrellas	estrella
conchuda	conchudo
cristina	cristino
bye	bue
ajam	ajar
jaz	haz
pebette	pebete
three	toree
deeee	eeee
todooo	todoo
mojarme	mojarle
neee	eeee
perdi	pendi
talvez	calvez
hoiaaaa	holaaaa
noseee	nosee
casados	casaos
simpson	simplon
fisica	fisico
sacate	sacare
anmino	andino
maaan	masan
safas	sofas
tokar	tocar
viola	voila
nda	onda
milanesa	milanes
jaajaja	jajaja
sacate	sacare
preguntamos	preguntanos
blancoo	blanco
sacate	sacare
enkanta	encanta
als	ala
aunqe	aunque
duel	fuel
recomendas	recomendar
ningunoo	ninguno
tdavia	todavia
tengoo	tengo
demaciado	demasiado
tambiien	tambien
okeey	okey
laas	las
vooos	voos
toodo	todo
biiem	biien
buueno	bueno
jjsajaja	jjajaja
buueno	bueno
okeyy	okey
emmmmm	emmmm
beesitos	besitos
futbolistaa	futbolista
noose	nose
what	chat
fack	facu
hell	hele
serle	serre
hooooola	hoooola
fantasmas	fantasmal
axel	axe
pelotudos	pelotudo
maru	mare
areh	aren
ratos	rayos
pibas	pibes
violo	virolo
areh	aren
funciono	funcion
agustina	agustino
drogando	rogando
mamu	mami
papu	papua
ames	aes
mamu	mami
sarpen	sarten
caprichos	capricho
mios	miso
palida	palido
daless	dales
otross	otros
daless	dales
mostras	mostrad
anonim	anonima
daless	dales
reveles	reveler
anonim	anonima
aprende	prende
ordenadoor	ordenador
jajajjajajaj	jajajajajajaj
soliado	solidado
mr	me
graciaas	gracias
nba	naa
wilde	wide
sabeer	saber
hermanitoo	hermanito
bye	bue
nba	naa
boludos	boludo
juagr	jugar
enla	ella
pola	pila
suba	cuba
sales	dales
estudias	estudiar
penes	pense
enfermos	enfermoso
weee	wee
jodas	joda
okas	oka
tiraste	tirante
day	dar
maroon	maron
joe	jose
she	che
loved	moved
okas	oka
weee	wee
suscribo	suscrito
publican	publicar
mgg	mg
taoo	tao
okas	oka
look	cook
unidos	unidnos
olaaa	holaaa
jej	jet
grax	gray
xs	xd
preparo	reparo
agustina	agustino
beshitos	besitos
sabores	saboree
invisiblee	invisible
poqe	pope
sabria	saburia
mienten	vienten
husto	gusto
sabores	saboree
cumplimos	cumpliros
beshitos	besitos
poqe	pope
beshitos	besitos
obvioo	obvio
alexis	alexia
faltan	falton
personaalidad	personalidad
demaciado	demasiado
ahii	ahi
lastimarte	lastimarse
alexis	alexia
besiitos	besitos
nu	ni
mientas	mienta
jojo	aojo
bm	bum
mier	mire
lilaa	lila
favoritaa	favorita
capoo	capo
empeza	empoza
okii	oki
animas	animad
obligan	obligar
minutos	minuto
pelie	pele
sentarme	mentarme
caroo	caro
xqe	xq
acaba	sacaba
sentas	sentad
demaciado	demasiado
jajajajaaj	jajajajaja
temas	tomas
coraline	coralino
uñas	usas
cagen	calen
bloqueron	boqueron
nicole	nicol
lok	loa
titanic	titanio
puff	pufo
ritmica	ritmico
pzz	paz
tkm	km
muertos	muerto
siss	soss
cuanta	chanta
pregustas	preguntas
okei	okey
zapatillas	zapatilla
uff	uf
ren	ten
hodaa	holaa
lindu	hindu
io	yo
iara	rara
saver	saber
tucan	trucan
safa	saga
minas	minad
men	en
ajjajaja	jajajaja
its	is
tumblr	tumbar
malas	balas
mueroo	muero
gomas	tomas
movimientos	movimiento
of	ok
course	corse
xx	xq
siiiii	siiii
valerie	valerse
bass	basa
what	chat
makes	mares
born	boro
this	chis
way	gay
have	hace
for	foro
good	godo
okay	oka
for	foro
omg	mg
much	mucha
good	godo
night	light
babe	baba
my	mi
favorite	favorita
pink	pino
for	foro
xx	xq
okay	oka
for	foro
xx	xq
creas	cresa
modos	codos
mechi	mecho
hole	hile
holo	holi
equivocas	equivocar
deseas	desdas
pensalo	pensarlo
sele	cele
ana	and
seño	seno
patricia	patricio
ocupada	ocupad
laminas	laminad
estudia	estudio
laminas	laminad
valentina	valentona
elimino	elimine
perdono	persono
auf	puf
und	and
ein	din
kein	kien
fick	fice
nicht	nicho
selena	helena
sepas	seas
admiro	admito
hi	ji
selena	helena
not	note
believe	relieve
my	mi
that	chat
your	tour
talent	talento
boe	be
sacarias	sacaras
grr	gro
seep	see
thu	tau
compares	compare
compares	compare
stereo	etereo
aldo	alto
patineta	patinete
oct	oca
suizas	suiza
nda	onda
muii	mui
bonitho	bonito
qieres	quieres
cdt	cd
proo	pro
ermanos	hermanos
qesoo	besoo
creoo	creo
serah	seran
secretoo	secreto
dd	dad
thu	tau
contesto	contesta
cosoo	coso
aguss	aguas
vle	ble
metemos	mesemos
asique	psique
comprate	comparte
ocurra	curra
tarada	parada
pajera	pajero
critican	critica
paris	pares
provincias	provincial
favoritas	favorita
abel	rabel
acabo	acaro
sep	seo
puff	pufo
muchisimos	muchisimo
abel	rabel
pablo	pabulo
alboran	albaran
axel	axe
muchisimos	muchisimo
dejes	dijes
odien	odies
dadora	adora
entiendes	entiende
llegaron	legaron
cheta	chepa
conoceme	conocerme
veni	ven
cagada	canada
tenian	tendian
sacarme	secarme
caras	caray
salgan	valgan
significan	significar
salgas	salgase
cheta	chepa
cheta	chepa
cheta	chepa
paresca	parezca
ares	area
jajajaajaja	jajajajaja
ofendes	ofender
cheta	chepa
prepararme	prepararse
volando	colando
amaria	ataria
paris	pares
generos	generoso
juntare	juntate
cuakes	cuales
put	out
enferma	enferme
alone	alobe
pedimelo	pedidmelo
cositas	rositas
jajajjaa	jajajaja
jja	jaj
habi	jabi
necesitas	necesitar
contestare	contestar
jsj	jaj
chi	cho
xx	xq
ninfomana	ninfomania
llames	llame
matara	mutara
chupen	chufen
llebamos	llevamos
estooo	estozo
noseep	nosee
exageres	exagere
otrooo	otroo
muertos	muerto
sofia	cofia
anonimus	anonimos
sep	seo
erez	eres
tube	tuve
tube	tuve
lu	pu
graduados	graduador
escrbir	escribir
tomi	romi
fonse	fonje
alexis	alexia
valentin	valenton
faccu	facu
mires	mire
jua	gua
miles	diles
esteban	estaban
esteban	estaban
esteban	estaban
laaaa	aaaa
ba	va
tum	pum
pass	pasa
muscia	musca
sanjo	sanje
my	mi
zarcasmo	sarcasmo
pienos	pianos
pierde	pierre
oportuniudad	oportunidad
garcha	jarcha
peluda	pelusa
iso	izo
suscribo	suscrito
sms	sis
claa	clan
wii	ii
vallas	vallar
geronimo	jeronimo
nooooo	noooo
alpargatas	alpargata
avos	amos
capooo	capoto
bocaaa	bocana
jaaj	jaja
yooo	yoo
empedo	empedro
juana	juan
sisii	sisi
pardini	pardina
entras	entrar
reglas	reglad
chances	chance
dominra	dominar
quienn	quien
graciass	gracias
soyy	soy
chauu	chau
chauu	chau
graciass	gracias
partidos	partido
debio	debo
sisisi	sisis
gustooo	gustoso
mejorr	mejore
siiiii	siiii
weee	wee
candee	cande
juju	ijuju
llames	llame
clasicos	clasico
tambieen	tambien
hooolaa	hooola
caprichos	capricho
caramelos	caramelo
narnia	narina
mentiraa	mentira
paris	pares
male	dale
aldi	alli
entree	entre
gustaaa	gustaa
blanc	blanca
caprichos	capricho
mass	maas
labradora	labrador
brian	frian
seba	ceba
besooooo	besoooo
entretenerme	entretenerse
rolando	colando
aam	ama
vuelan	cuelan
tatoo	tato
brian	frian
valeee	daleee
romii	romi
ook	ok
okaa	oka
fabre	abre
sool	sol
zarate	carate
irii	iris
ballay	ballar
joor	loor
ayee	ayer
ailen	hilen
yooo	yoo
jajjaaja	jajajaja
ajam	ajar
sacaa	saca
queee	quee
ook	ok
ooka	oka
baasura	basura
ssii	sii
okok	okk
jooo	jobo
pau	tau
alp	ale
bobita	bonita
veses	veces
pensa	penca
okii	oki
okii	oki
okii	oki
sisisi	sisis
jajajajjajajaja	jajajajajajajaja
alguun	algun
dell	dela
xx	xq
primoo	primo
deel	del
yy	ya
culpaa	culpa
algu	algun
primoo	primo
alone	alobe
vz	vez
tanien	tapien
aoraa	aora
caas	casa
antess	antes
ibva	iba
cuentoo	cuento
algoo	algo
contarr	contar
vz	vez
contame	contadme
algoo	algo
jaajj	jajaj
portoo	porto
aoraa	aora
domingoo	domingo
voyy	voy
solteroo	soltero
peroo	pero
ideaa	idea
tengoo	tengo
boludoo	boludo
transar	tranzar
trancee	trance
qq	q
enseerio	enserio
metii	meti
vz	vez
vz	vez
peroo	pero
vidaa	vida
vien	bien
tambienn	tambien
yy	ya
mierdaa	mierda
hise	hice
romperr	romper
bolas	bolsa
mierdaa	mierda
ysee	see
fede	cede
wachi	wacha
eaea	enea
sims	sima
shico	chico
shico	chico
mientan	mienta
valorate	valorare
conectado	conectad
medirla	pedirla
grasias	gracias
asc	asa
io	yo
alesi	aleli
jajajajaajjaja	jajajajajajaja
nopp	nop
vayas	vayan
noop	nop
secret	secrete
peee	pee
